Area;Perimeter;MajorAxisLength;MinorAxisLength;AspectRation;Eccentricity;ConvexArea;EquivDiameter;Extent;Solidity;roundness;Compactness;ShapeFactor1;ShapeFactor2;ShapeFactor3;ShapeFactor4;Class
33576;6.66E+15;2.25E+16;1.90E+15;1.18E+16;5.30E+15;33927;2.07E+16;7.62E+15;9.90E+15;9.50E+15;;6.69E+16;2.96E+16;8.48E+15;9.99E+15;SEKER
33583;657754;2.22E+15;1.93E+15;1.15E+15;4.93E+15;33868;2.07E+15;7.75E+15;9.92E+15;9.75E+15;9.33E+15;6.60E+15;3.08E+16;8.70E+15;1.00E+14;SEKER
33584;658848;2.24E+16;1.91E+16;1.17E+16;5.18E+15;33884;2.07E+16;7.48E+15;9.91E+15;9.72E+15;9.24E+15;6.66E+15;3.00E+15;8.54E+15;9.99E+15;SEKER
33607;690171;2.15E+15;2.00E+16;1.08E+16;3.70E+15;34162;2.07E+16;7.71E+14;9.84E+15;8.87E+15;9.63E+15;6.39E+15;3.39E+16;9.28E+15;9.99E+14;SEKER
33620;670224;2.23E+15;1.92E+16;1.16E+16;5.05E+15;34012;2.07E+16;7.83E+15;9.88E+15;9.41E+15;9.29E+15;6.63E+15;3.04E+15;8.63E+15;1.00E+15;SEKER
33623;6.59E+15;2.17E+16;1.97E+16;1.10E+16;4.22E+15;33918;2.07E+16;7.93E+15;9.91E+15;9.72E+15;9.52E+15;6.46E+16;3.27E+15;9.06E+15;9.99E+15;SEKER
33631;669076;2.25E+16;1.91E+15;1.18E+16;5.30E+15;34009;2.07E+16;7.63E+15;9.89E+15;9.44E+15;9.20E+15;6.69E+15;2.96E+15;8.47E+15;9.98E+15;SEKER
33639;66303;2.25E+16;1.91E+16;1.18E+16;5.28E+15;33919;2.07E+15;7.86E+15;9.92E+15;9.62E+15;;6.68E+15;2.97E+16;8.49E+15;9.99E+15;SEKER
33717;6.64E+15;2.32E+16;1.86E+15;1.25E+16;5.98E+15;33985;2.07E+16;7.66E+15;9.92E+15;9.60E+15;8.95E+15;6.87E+15;2.71E+16;8.00E+14;9.98E+15;SEKER
33731;6.72E+15;2.31E+16;1.86E+15;1.24E+16;5.93E+15;34073;2.07E+16;8.03E+15;9.90E+15;9.39E+15;8.96E+14;6.85E+15;2.73E+16;8.04E+15;9.98E+14;SEKER
33736;6.56E+15;2.21E+15;1.94E+16;1.14E+16;4.81E+16;33988;2.07E+16;7.87E+15;9.93E+15;9.86E+15;9.36E+15;6.56E+15;3.11E+15;8.76E+15;9.99E+15;SEKER
33794;665826;2.19E+16;1.97E+14;1.11E+16;4.41E+15;34127;2.07E+16;7.78E+15;9.90E+15;9.58E+15;9.47E+15;6.48E+15;3.22E+16;8.97E+15;9.99E+15;SEKER
33809;6.69E+15;2.30E+16;1.87E+15;1.23E+16;5.82E+15;34143;2.07E+16;7.84E+15;9.90E+15;9.48E+15;9.01E+15;6.81E+15;2.77E+15;8.12E+15;9.99E+15;SEKER
33824;6.56E+15;2.21E+16;1.95E+15;1.13E+16;4.66E+15;34079;2.08E+16;7.88E+15;9.93E+14;9.87E+15;9.40E+15;6.53E+15;3.14E+15;8.84E+15;9.99E+15;SEKER
33838;661029;2.23E+16;1.93E+16;1.15E+15;4.97E+15;34146;2.08E+15;7.82E+15;9.91E+14;9.73E+15;;6.59E+15;3.05E+15;8.67E+15;9.99E+15;SEKER
33845;670945;2.26E+15;1.91E+15;1.19E+16;5.40E+15;34159;2.08E+16;7.64E+14;9.91E+15;9.45E+15;9.17E+15;6.69E+15;2.92E+15;8.41E+15;9.99E+15;SEKER
33849;669571;2.22E+16;1.95E+16;1.14E+15;4.78E+15;34239;2.08E+16;7.86E+15;9.89E+15;9.49E+15;;6.55E+16;3.11E+15;8.78E+13;9.99E+15;SEKER
33858;6.64E+15;2.34E+16;1.84E+16;1.27E+16;6.18E+15;34142;2.08E+14;7.81E+15;9.92E+15;9.64E+15;8.86E+15;6.92E+15;2.63E+15;7.85E+15;9.99E+15;SEKER
33860;6.83E+15;2.26E+16;1.92E+16;1.18E+14;5.28E+15;34319;2.08E+16;7.75E+15;9.87E+15;9.11E+15;;6.66E+15;2.95E+16;8.48E+15;9.98E+15;SEKER
33864;6.63E+15;2.21E+15;1.95E+16;1.13E+16;4.72E+15;34167;2.08E+15;7.72E+15;9.91E+15;9.68E+15;;6.53E+15;3.13E+16;8.81E+15;9.99E+15;SEKER
33866;6.68E+15;2.31E+16;1.87E+15;1.24E+16;5.88E+15;34171;2.08E+16;8.00E+15;9.91E+15;9.53E+15;8.99E+15;6.82E+15;2.75E+13;8.09E+15;9.99E+14;SEKER
33876;6.67E+15;2.28E+15;1.89E+15;1.21E+16;5.59E+15;34211;2.08E+16;7.88E+15;9.90E+15;9.57E+15;;6.73E+15;2.85E+16;8.29E+15;9.99E+15;SEKER
33930;666214;2.24E+16;1.93E+16;1.16E+16;5.10E+15;34251;2.08E+15;7.63E+14;9.91E+15;9.61E+15;9.27E+15;6.61E+15;3.01E+15;8.60E+15;9.99E+15;SEKER
33946;667313;2.32E+16;1.87E+15;1.24E+15;5.90E+15;34246;2.08E+16;7.91E+15;9.91E+15;9.58E+15;8.98E+15;6.82E+14;2.73E+13;8.06E+15;9.98E+15;SEKER
33946;668564;2.35E+16;1.84E+16;1.27E+16;6.19E+15;34280;2.08E+16;7.62E+15;9.90E+15;9.54E+15;8.86E+15;6.92E+15;2.62E+15;7.84E+15;9.99E+14;SEKER
33961;690353;2.38E+16;1.82E+16;1.31E+15;6.47E+15;34379;2.08E+16;7.70E+15;9.88E+15;8.95E+15;;7.01E+15;2.51E+15;7.62E+15;9.99E+15;SEKER
33961;667497;2.33E+16;1.86E+16;1.26E+14;6.04E+15;34279;2.08E+16;7.71E+15;9.91E+15;9.58E+15;8.92E+15;6.86E+15;2.68E+16;7.96E+15;9.99E+15;SEKER
33969;6.66E+15;2.22E+16;1.95E+15;1.14E+16;4.82E+15;34260;2.08E+16;7.65E+15;9.92E+15;9.61E+15;9.35E+14;6.55E+15;3.09E+16;8.75E+15;9.99E+15;SEKER
33972;672812;2.33E+16;1.86E+16;1.25E+16;6.03E+15;34349;2.08E+16;7.86E+15;9.89E+15;9.43E+15;8.93E+15;6.86E+16;2.69E+16;7.97E+15;9.99E+15;SEKER
33993;669092;2.20E+16;1.97E+15;1.11E+16;4.42E+16;34299;2.08E+16;7.78E+14;9.91E+15;9.54E+15;;6.46E+15;3.20E+15;8.96E+15;9.99E+15;SEKER
33996;6.64E+15;2.23E+16;1.94E+16;1.15E+16;4.91E+15;34285;2.08E+16;7.65E+15;9.92E+15;9.70E+14;;6.56E+14;3.06E+15;8.70E+14;9.98E+15;SEKER
34004;659963;2.29E+15;1.89E+15;1.21E+14;5.64E+15;34277;2.08E+15;7.82E+15;9.92E+15;9.81E+15;9.08E+15;6.74E+15;2.83E+15;8.25E+15;9.99E+15;SEKER
34027;67016;2.32E+16;1.87E+16;1.24E+16;5.88E+15;34334;2.08E+15;7.79E+15;9.91E+15;9.52E+15;8.99E+14;6.81E+15;2.74E+16;8.07E+15;9.98E+15;SEKER
34036;666067;2.27E+16;1.91E+15;1.19E+15;5.39E+15;34369;2.08E+16;7.54E+15;9.90E+15;9.64E+14;9.17E+15;6.67E+15;2.91E+15;8.42E+15;9.99E+15;SEKER
34051;677272;2.28E+16;1.91E+16;1.19E+16;5.46E+15;34502;2.08E+16;7.58E+15;9.87E+15;9.33E+15;9.15E+15;6.68E+15;2.89E+16;8.37E+15;9.99E+15;SEKER
34053;671582;2.32E+16;1.87E+15;1.24E+16;5.95E+15;34362;;7.44E+15;9.91E+15;;8.96E+14;6.83E+15;2.71E+16;8.03E+13;9.99E+15;SEKER
34060;662146;2.20E+16;1.97E+15;1.12E+16;4.50E+16;34367;;7.89E+15;9.91E+15;;9.45E+15;6.47E+15;3.18E+16;8.92E+15;9.99E+15;SEKER
34082;668346;2.31E+16;1.88E+16;1.22E+16;5.77E+15;34364;2.08E+15;8.02E+15;9.92E+14;9.59E+15;9.03E+15;6.77E+16;2.78E+16;8.16E+15;9.99E+14;SEKER
34097;6.81E+15;2.28E+16;1.91E+16;1.19E+16;5.46E+15;34502;2.08E+16;7.62E+15;9.88E+15;9.25E+15;9.15E+15;6.68E+16;2.88E+16;8.36E+15;9.99E+15;SEKER
34104;667289;2.29E+16;1.90E+16;1.21E+16;5.64E+15;34421;2.08E+16;7.98E+15;9.91E+15;9.62E+14;9.08E+15;6.73E+15;2.82E+15;8.25E+15;9.98E+15;SEKER
34113;673914;2.21E+16;1.97E+16;1.13E+16;4.59E+16;34492;2.08E+15;7.75E+15;9.89E+14;9.44E+15;;6.49E+15;3.15E+15;8.87E+14;9.99E+15;SEKER
34130;666585;2.36E+16;1.85E+15;1.27E+15;6.20E+15;34392;2.08E+16;7.96E+15;9.92E+15;9.65E+15;8.85E+15;6.90E+15;2.61E+16;7.83E+15;9.98E+14;SEKER
34131;668091;2.24E+15;1.94E+15;1.16E+16;5.04E+15;34473;2.08E+16;7.71E+15;9.90E+15;9.61E+15;;6.57E+15;3.02E+15;8.63E+15;1.00E+16;SEKER
34151;674271;2.32E+16;1.88E+15;1.23E+16;5.83E+15;34580;2.09E+16;7.50E+15;9.88E+14;9.44E+15;9.01E+15;6.78E+16;2.75E+16;8.11E+15;9.99E+15;SEKER
34151;6.62E+15;2.27E+15;1.92E+15;1.18E+16;5.29E+15;34389;;7.78E+15;9.93E+15;;9.21E+15;6.63E+15;2.94E+16;8.47E+15;9.99E+15;SEKER
34179;677064;2.25E+16;1.94E+16;1.16E+15;5.10E+15;34576;2.09E+16;7.78E+15;9.89E+15;9.37E+15;9.27E+15;6.58E+15;3.00E+16;8.59E+15;9.99E+15;SEKER
34191;661403;2.24E+16;1.94E+16;1.15E+16;4.96E+16;34445;2.09E+16;7.72E+15;9.93E+15;9.82E+14;;6.55E+15;3.04E+16;8.68E+15;9.99E+15;SEKER
34207;668737;2.28E+16;1.91E+16;1.19E+15;5.43E+15;34515;2.09E+16;7.58E+15;9.91E+15;9.61E+15;9.15E+15;6.67E+15;2.88E+16;8.38E+14;9.98E+15;SEKER
34207;6.61E+15;2.27E+16;1.92E+16;1.18E+16;5.31E+15;34421;;7.74E+15;9.94E+15;;;6.63E+16;2.93E+14;8.46E+15;9.99E+15;SEKER
34220;6.78E+15;2.33E+16;1.87E+16;1.25E+16;5.98E+15;34577;2.09E+16;7.74E+15;9.90E+15;9.37E+15;8.95E+14;6.81E+16;2.70E+16;8.01E+15;9.99E+15;SEKER
34222;6.72E+15;2.23E+15;1.95E+16;1.14E+16;4.85E+15;34576;2.09E+16;7.84E+15;9.90E+15;9.52E+15;;6.52E+15;3.07E+16;8.74E+15;9.99E+15;SEKER
34239;666439;2.33E+16;1.88E+16;1.24E+16;5.91E+15;34510;;7.70E+15;9.92E+15;;8.97E+15;6.80E+15;2.72E+15;8.05E+15;9.98E+15;SEKER
34246;684324;2.30E+16;1.90E+15;1.21E+16;5.63E+15;34732;2.09E+16;7.80E+15;9.86E+15;9.19E+15;;6.71E+15;2.82E+16;8.25E+15;9.98E+15;SEKER
34253;672539;2.28E+16;1.91E+16;1.19E+16;5.44E+15;34556;2.09E+16;7.93E+15;9.91E+15;9.52E+15;9.16E+15;6.66E+15;2.89E+16;8.39E+15;1.00E+16;SEKER
34254;668704;2.24E+14;1.95E+16;1.15E+16;4.92E+15;34575;2.09E+16;7.75E+15;9.91E+15;9.63E+15;9.32E+15;6.54E+15;3.05E+16;8.69E+15;9.99E+15;SEKER
34259;6.76E+15;2.28E+15;1.92E+16;1.19E+16;5.38E+14;34623;2.09E+16;7.70E+15;9.89E+15;9.41E+15;9.18E+15;6.64E+14;2.91E+16;8.42E+15;9.99E+15;SEKER
34276;6.90E+15;2.30E+16;1.90E+16;1.21E+16;5.59E+15;34738;2.09E+16;7.63E+15;9.87E+14;9.06E+15;;6.70E+15;2.83E+16;8.28E+15;9.98E+15;SEKER
34291;6.72E+15;2.31E+16;1.90E+16;1.22E+15;5.69E+14;34619;2.09E+15;7.82E+15;9.91E+15;9.56E+15;9.06E+15;6.73E+15;2.79E+16;8.21E+15;9.98E+14;SEKER
34313;671844;2.21E+16;1.98E+16;1.12E+16;4.43E+15;34600;2.09E+16;7.97E+14;9.92E+15;9.55E+15;;6.44E+15;3.18E+16;8.95E+14;9.98E+15;SEKER
34321;6.70E+15;2.28E+16;1.92E+15;1.19E+15;5.40E+15;34652;2.09E+16;7.87E+15;9.90E+15;9.62E+15;9.17E+15;6.64E+15;2.90E+15;8.41E+15;9.99E+15;SEKER
34327;6.77E+15;2.31E+16;1.89E+16;1.22E+16;5.74E+15;34714;2.09E+16;7.94E+15;9.89E+15;9.40E+15;9.04E+15;6.73E+15;2.78E+16;8.18E+15;9.99E+15;SEKER
34333;6.66E+15;2.29E+15;1.91E+14;1.20E+16;5.54E+15;34592;2.09E+16;7.79E+15;9.93E+15;9.74E+15;;6.68E+15;2.85E+15;8.32E+15;9.99E+15;SEKER
34337;667785;2.30E+16;1.91E+16;1.21E+16;5.58E+15;34583;2.09E+16;8.10E+15;9.93E+15;9.68E+15;9.10E+15;6.69E+15;2.83E+16;8.28E+13;9.98E+15;SEKER
34349;6.75E+15;2.38E+16;1.84E+16;1.30E+14;6.37E+15;34645;2.09E+16;7.83E+15;9.91E+15;9.48E+14;8.78E+15;6.94E+15;2.54E+15;7.71E+15;9.99E+14;SEKER
34390;68024;2.45E+16;1.79E+15;1.37E+15;6.83E+14;34759;2.09E+16;7.94E+14;9.89E+15;9.34E+15;8.54E+15;7.12E+15;2.34E+16;7.29E+15;9.99E+15;SEKER
34394;6.70E+15;2.31E+16;1.90E+15;1.22E+16;5.69E+14;34730;2.09E+15;7.82E+15;9.90E+15;9.64E+14;9.06E+15;6.71E+15;2.79E+15;8.21E+15;9.99E+15;SEKER
34395;665156;2.32E+16;1.89E+16;1.22E+16;5.77E+15;34638;2.09E+16;7.91E+15;9.93E+15;9.77E+14;;6.74E+15;2.76E+15;8.16E+15;9.99E+14;SEKER
34397;67885;2.30E+16;1.91E+16;1.20E+15;5.56E+15;34776;2.09E+15;7.72E+15;9.89E+15;9.38E+15;9.11E+13;6.68E+15;2.84E+15;8.30E+15;9.98E+14;SEKER
34410;684481;2.32E+16;1.89E+16;1.23E+16;5.83E+15;34802;2.09E+16;8.01E+15;9.89E+15;9.23E+15;9.00E+15;6.76E+15;2.74E+16;8.11E+15;9.98E+15;SEKER
34412;6.67E+15;2.34E+16;1.87E+16;1.25E+16;5.99E+15;34677;2.09E+16;7.87E+15;9.92E+15;9.71E+15;8.95E+15;6.80E+15;2.69E+16;8.00E+15;9.99E+14;SEKER
34419;687797;2.24E+16;1.96E+16;1.15E+16;4.88E+16;34885;2.09E+16;7.75E+15;9.87E+15;9.14E+15;9.34E+15;6.51E+15;3.06E+15;8.72E+15;9.99E+15;SEKER
34421;678034;2.32E+15;1.89E+16;1.23E+14;5.81E+15;34762;2.09E+16;7.56E+15;9.90E+15;9.41E+15;9.01E+15;6.75E+16;2.74E+16;8.11E+15;9.97E+15;SEKER
34425;6.81E+15;2.33E+16;1.89E+15;1.23E+16;5.86E+15;34791;2.09E+16;7.59E+15;9.89E+15;9.34E+14;;6.76E+15;2.73E+16;8.10E+14;9.99E+15;SEKER
34428;688178;2.30E+16;1.91E+16;1.20E+15;5.53E+15;34908;2.09E+16;7.78E+15;9.86E+15;9.14E+15;9.11E+15;6.67E+15;2.84E+15;8.31E+14;9.97E+15;SEKER
34441;675683;2.29E+15;1.92E+16;1.19E+16;5.44E+14;34826;2.09E+16;7.91E+15;9.89E+14;9.48E+15;9.16E+15;6.64E+15;2.88E+15;8.38E+15;9.99E+15;SEKER
34443;684507;2.35E+16;1.88E+15;1.25E+16;6.01E+15;34874;2.09E+16;7.85E+15;9.88E+15;9.24E+15;;6.81E+15;2.67E+16;7.97E+15;9.97E+15;SEKER
34447;682912;2.25E+16;1.95E+15;1.15E+15;4.97E+15;34853;2.09E+16;7.46E+15;9.88E+15;9.28E+15;9.30E+15;6.53E+15;3.02E+15;8.66E+15;9.98E+15;SEKER
34461;675775;2.47E+15;1.78E+16;1.38E+16;6.92E+15;34691;2.09E+16;7.70E+15;9.93E+15;9.48E+15;;7.16E+15;2.29E+16;7.21E+15;9.98E+15;SEKER
34469;666834;2.30E+15;1.91E+16;1.21E+16;5.58E+15;34747;2.09E+16;7.90E+14;9.92E+15;9.74E+15;9.10E+15;6.68E+15;2.83E+15;8.28E+15;9.98E+15;SEKER
34474;6.72E+15;2.26E+16;1.95E+15;1.16E+15;5.06E+14;34774;2.10E+16;7.93E+15;9.91E+15;9.58E+15;;6.55E+15;3.00E+16;8.62E+15;9.99E+14;SEKER
34475;6.78E+15;2.41E+16;1.82E+16;1.32E+16;6.54E+15;34878;2.10E+16;7.76E+14;9.88E+15;9.43E+15;;6.99E+16;2.46E+15;7.55E+15;9.99E+15;SEKER
34483;687567;2.34E+16;1.89E+16;1.24E+16;5.91E+15;35051;2.10E+15;7.41E+15;9.84E+15;9.17E+15;8.96E+14;6.78E+15;2.70E+16;8.04E+14;9.96E+15;SEKER
34491;6.75E+15;2.33E+16;1.89E+16;1.24E+16;5.88E+15;34829;2.10E+16;7.86E+14;9.90E+15;9.52E+15;;6.76E+16;2.72E+16;8.08E+13;9.99E+15;SEKER
34503;6.78E+15;2.37E+16;1.86E+16;1.27E+15;6.18E+14;34885;2.10E+16;7.48E+15;9.89E+15;9.43E+15;8.86E+15;6.86E+15;2.61E+16;7.85E+15;9.99E+15;SEKER
34509;668332;2.30E+16;1.91E+16;1.21E+16;5.59E+15;34776;;7.84E+15;9.92E+15;;9.10E+15;6.67E+16;2.82E+16;8.28E+15;9.99E+15;SEKER
34521;667908;2.25E+16;1.96E+16;1.15E+16;4.92E+15;34830;;7.86E+15;9.91E+15;;9.33E+15;6.51E+15;3.04E+15;8.70E+15;9.99E+15;SEKER
34523;673987;2.32E+16;1.90E+16;1.22E+16;5.75E+14;34878;2.10E+16;7.86E+15;9.90E+15;9.55E+14;9.04E+15;6.72E+15;2.77E+15;8.17E+15;9.99E+15;SEKER
34532;6.90E+15;2.17E+16;2.03E+16;1.07E+16;3.57E+16;35057;2.10E+16;7.68E+15;9.85E+15;9.13E+14;;6.28E+15;3.38E+15;9.34E+15;9.99E+15;SEKER
34543;670896;2.35E+16;1.87E+16;1.25E+16;6.04E+15;34826;2.10E+16;7.69E+15;9.92E+15;9.64E+15;;6.80E+15;2.66E+14;7.96E+15;9.99E+14;SEKER
34543;669456;2.27E+16;1.94E+15;1.17E+16;5.19E+15;34827;2.10E+16;7.87E+15;9.92E+15;9.69E+15;;6.57E+15;2.95E+16;8.54E+14;9.99E+15;SEKER
34594;6.70E+15;2.33E+15;1.89E+16;1.24E+16;5.88E+15;34848;2.10E+15;7.81E+15;9.93E+15;9.68E+15;8.99E+15;6.75E+15;2.72E+15;8.08E+14;9.99E+15;SEKER
34600;673252;2.31E+16;1.90E+16;1.22E+15;5.68E+15;34919;2.10E+16;7.78E+15;9.91E+15;9.59E+15;9.07E+15;6.69E+15;2.79E+15;8.22E+14;9.99E+15;SEKER
34601;685556;2.27E+16;1.95E+16;1.16E+16;5.11E+15;35048;2.10E+15;7.81E+15;9.87E+15;9.25E+14;9.27E+15;6.55E+15;2.98E+16;8.59E+15;9.99E+15;SEKER
34622;6.83E+15;2.36E+16;1.87E+16;1.26E+16;6.09E+15;35010;2.10E+15;7.64E+15;9.89E+15;9.32E+15;8.90E+15;6.81E+15;2.64E+15;7.92E+15;9.99E+15;SEKER
34623;675213;2.28E+16;1.94E+16;1.18E+16;5.30E+15;34965;2.10E+16;7.60E+14;9.90E+15;9.54E+15;;6.59E+16;2.91E+16;8.47E+15;9.98E+15;SEKER
34626;667845;2.32E+16;1.90E+15;1.22E+16;5.70E+15;34913;2.10E+15;7.62E+15;9.92E+14;9.76E+15;9.05E+15;6.70E+15;2.78E+16;8.20E+13;9.98E+15;SEKER
34629;670997;2.33E+15;1.90E+16;1.23E+14;5.81E+15;34915;2.10E+15;7.46E+15;9.92E+15;9.67E+15;;6.73E+15;2.73E+16;8.11E+15;9.97E+15;SEKER
34631;67002;2.29E+16;1.92E+16;1.19E+16;5.44E+15;34953;2.10E+16;7.61E+15;9.91E+15;9.69E+14;9.16E+15;6.62E+15;2.87E+16;8.38E+15;9.99E+15;SEKER
34635;6.68E+15;2.27E+16;1.94E+16;1.17E+16;5.17E+15;34929;2.10E+16;7.64E+14;9.92E+14;9.76E+15;;6.56E+15;2.96E+16;8.55E+15;9.99E+15;SEKER
34638;677314;2.35E+15;1.88E+16;1.25E+16;5.97E+15;34989;2.10E+16;7.58E+15;9.90E+15;9.49E+15;;6.78E+16;2.68E+16;8.01E+15;9.98E+15;SEKER
34666;681015;2.26E+16;1.96E+16;1.15E+16;4.98E+15;35034;2.10E+16;7.98E+15;9.89E+14;9.39E+15;9.30E+15;6.51E+15;3.01E+15;8.66E+15;9.98E+15;SEKER
34671;6.75E+15;2.36E+16;1.88E+16;1.26E+16;6.05E+15;35015;2.10E+16;7.66E+15;9.90E+14;9.57E+15;8.92E+15;6.80E+14;2.65E+16;7.95E+15;9.99E+15;SEKER
34676;668424;2.26E+16;1.95E+15;1.16E+16;5.07E+15;34982;2.10E+16;7.78E+15;9.91E+15;9.75E+15;9.28E+15;6.53E+14;2.99E+16;8.61E+15;9.99E+15;SEKER
34680;6.70E+15;2.31E+15;1.91E+16;1.21E+16;5.62E+15;34941;2.10E+16;7.76E+15;9.93E+15;9.72E+15;9.09E+15;6.67E+15;2.80E+15;8.26E+15;9.98E+15;SEKER
34700;690412;2.34E+16;1.90E+16;1.23E+16;5.85E+15;35154;2.10E+16;7.48E+15;9.87E+15;9.15E+15;9.00E+15;6.73E+15;2.72E+16;8.09E+15;9.98E+15;SEKER
34703;676387;2.31E+16;1.92E+16;1.20E+16;5.56E+15;35025;2.10E+15;7.73E+15;9.91E+15;9.53E+15;9.11E+15;6.65E+14;2.82E+16;8.30E+15;9.98E+15;SEKER
34722;670391;2.27E+16;1.95E+16;1.17E+15;5.16E+15;34999;2.10E+16;7.90E+15;9.92E+15;9.71E+15;9.25E+15;6.55E+15;2.96E+16;8.56E+15;9.99E+15;SEKER
34729;671193;2.29E+16;1.94E+16;1.18E+16;5.33E+14;35043;2.10E+15;7.77E+15;9.91E+15;9.69E+14;9.19E+15;6.59E+15;2.90E+16;8.45E+15;9.98E+14;SEKER
34733;670564;2.28E+15;1.94E+15;1.18E+16;5.28E+15;35019;2.10E+16;7.78E+15;9.92E+15;9.71E+15;9.21E+15;6.57E+15;2.92E+16;8.48E+15;9.99E+15;SEKER
34747;672202;2.35E+16;1.89E+15;1.24E+16;5.94E+15;35043;2.10E+16;7.84E+15;9.92E+15;9.66E+15;;6.75E+16;2.69E+16;8.04E+15;9.99E+15;SEKER
34748;669267;2.21E+16;2.00E+16;1.10E+16;4.24E+16;35046;2.10E+16;7.70E+15;9.91E+15;9.75E+15;9.51E+15;6.36E+15;3.22E+16;9.05E+15;9.99E+15;SEKER
34750;675599;2.23E+15;1.99E+16;1.12E+15;4.57E+16;35091;2.10E+15;8.05E+15;9.90E+15;9.57E+15;;6.42E+15;3.13E+15;8.88E+15;9.99E+15;SEKER
34757;686779;2.31E+16;1.92E+16;1.21E+16;5.59E+14;35150;2.10E+16;7.86E+15;9.89E+15;9.26E+15;9.10E+15;6.65E+15;2.81E+16;8.28E+15;9.99E+15;SEKER
34761;687872;2.30E+16;1.93E+16;1.19E+16;5.43E+15;35171;2.10E+15;7.77E+14;9.88E+15;9.23E+15;;6.61E+14;2.87E+14;8.39E+15;9.99E+15;SEKER
34766;6.69E+15;2.32E+15;1.91E+16;1.22E+16;5.69E+15;35054;2.10E+15;7.52E+15;9.92E+14;9.75E+15;;6.68E+15;2.78E+15;8.21E+15;9.98E+15;SEKER
34771;6.83E+15;2.31E+15;1.92E+15;1.20E+16;5.53E+15;35163;;7.84E+15;9.89E+15;;9.12E+15;6.63E+15;2.84E+16;8.33E+15;9.99E+15;SEKER
34772;6.72E+15;2.28E+16;1.94E+16;1.17E+16;5.23E+15;35103;2.10E+16;7.63E+15;9.91E+15;9.68E+15;9.23E+15;6.56E+15;2.93E+15;8.51E+15;9.99E+13;SEKER
34774;6.78E+15;2.29E+16;1.94E+16;1.18E+15;5.29E+15;35139;2.10E+15;7.81E+15;9.90E+15;9.51E+15;9.21E+15;6.57E+15;2.91E+15;8.48E+14;9.99E+15;SEKER
34787;677348;2.31E+16;1.93E+16;1.20E+16;5.51E+15;35126;2.10E+16;7.27E+15;9.90E+15;9.53E+15;9.12E+15;6.64E+15;2.83E+16;8.31E+15;9.96E+15;SEKER
34792;6.92E+15;2.28E+15;1.94E+15;1.17E+16;5.23E+15;35231;2.10E+16;7.85E+15;9.88E+15;9.13E+15;9.23E+15;6.55E+15;2.93E+16;8.52E+15;1.00E+15;SEKER
34794;6.94E+15;2.37E+16;1.87E+15;1.27E+16;6.16E+15;35187;2.10E+16;7.47E+15;9.89E+15;9.09E+15;8.86E+15;6.83E+16;2.60E+15;7.85E+14;9.98E+14;SEKER
34794;671293;2.37E+16;1.87E+16;1.26E+16;6.10E+15;35052;2.10E+16;7.85E+15;9.93E+15;9.70E+15;8.90E+14;6.80E+15;2.63E+16;7.91E+15;9.99E+15;SEKER
34800;6.72E+15;2.27E+16;1.96E+15;1.16E+15;5.05E+15;35120;2.10E+16;7.85E+15;9.91E+15;9.69E+15;;6.51E+15;2.99E+16;8.63E+15;9.99E+15;SEKER
34841;675857;2.32E+16;1.92E+16;1.21E+16;5.64E+15;35137;2.11E+16;7.89E+15;9.92E+15;9.58E+15;9.08E+15;6.66E+15;2.79E+16;8.24E+15;9.98E+15;SEKER
34841;670201;2.24E+16;1.99E+16;1.13E+15;4.61E+16;35122;2.11E+16;7.88E+15;9.92E+15;9.75E+14;9.41E+14;6.42E+15;3.11E+16;8.86E+15;9.99E+15;SEKER
34847;6.87E+15;2.36E+16;1.88E+16;1.26E+16;6.06E+15;35229;2.11E+16;7.61E+15;9.89E+15;9.29E+14;8.91E+15;6.78E+15;2.64E+15;7.94E+15;9.98E+15;SEKER
34850;6.74E+15;2.30E+16;1.93E+16;1.20E+14;5.48E+15;35119;2.11E+16;7.73E+15;9.92E+15;9.63E+15;;6.61E+16;2.85E+15;8.36E+15;9.99E+15;SEKER
34865;6800;2.25E+16;1.98E+16;1.14E+16;4.76E+15;35256;2.11E+15;7.93E+15;9.89E+14;9.48E+15;9.37E+15;6.45E+15;3.07E+16;8.78E+15;9.99E+15;SEKER
34878;671541;2.25E+16;1.97E+15;1.14E+16;4.85E+16;35188;2.11E+16;7.65E+15;9.91E+14;9.72E+15;9.35E+15;6.46E+16;3.05E+15;8.74E+15;9.99E+15;SEKER
34878;679271;2.29E+16;1.94E+16;1.18E+16;5.33E+15;35217;2.11E+16;7.84E+15;9.90E+15;9.50E+15;9.19E+15;6.57E+14;2.89E+15;8.45E+15;9.99E+15;SEKER
34879;689973;2.36E+16;1.88E+16;1.25E+15;6.03E+15;35298;2.11E+16;7.70E+15;9.88E+15;9.21E+15;8.92E+15;6.77E+16;2.65E+16;7.96E+15;9.98E+15;SEKER
34879;6.75E+15;2.24E+16;1.99E+15;1.13E+16;4.59E+15;35258;2.11E+16;7.92E+12;9.89E+15;9.61E+15;9.42E+15;6.42E+16;3.11E+16;8.87E+15;9.98E+15;SEKER
34882;6.80E+15;2.35E+15;1.90E+16;1.24E+16;5.89E+15;35219;2.11E+16;7.93E+15;9.90E+15;9.48E+15;8.99E+15;6.72E+15;2.70E+14;8.07E+15;9.99E+14;SEKER
